,Customer ID,Hari_Sejak_Pembelian_Terakhir,Total_Transaksi,Total_Produk_Dibeli,Total_Belanja,Rata_rata_Belanja,Total_Jenis_Produk_Dibeli,Rata_Hari_Antara_Pembelian,Hari,Jam,Is_UK,Frekuensi_Pembatalan,Tingkat_Pembatalan,Rata_Bulan,Std_Bulan
85,12472.0,4,26,6841,9845.21,378.661923076923,314,0.5403726708074534,0,10,0,13,0.5,820.4341666666666,515.9050522661975
86,12474.0,3,23,3009,4417.98,192.0860869565217,196,0.976271186440678,4,12,0,12,0.5217391304347826,441.79799999999994,404.76610455367376
87,12475.0,44,1,234,396.26,396.26,24,0.0,1,8,0,0,0.0,396.26,0.0
88,12476.0,9,13,3151,6291.54,483.9646153846154,224,0.4241379310344828,1,11,0,6,0.46153846153846156,1572.885,558.5035521522371
89,12477.0,34,3,2466,7056.63,2352.21,209,0.8479087452471483,4,14,0,0,0.0,2352.21,291.5085679701369
90,12480.0,34,4,1227,1919.47,479.8675,78,1.2183908045977012,4,12,0,1,0.25,639.8233333333334,238.33493792000647
91,12481.0,0,7,3808,6032.17,861.7385714285714,138,1.3976608187134503,6,11,0,2,0.2857142857142857,1005.3616666666667,1141.3564566850564
92,12482.0,211,27,27040,21941.72,812.6562962962963,41,0.373134328358209,2,16,0,0,0.0,7313.906666666667,4263.284600461637
93,12483.0,13,12,1025,2134.8,177.9,34,5.462962962962963,1,9,0,1,0.08333333333333333,304.9714285714286,209.47156302058212
94,12484.0,112,7,1066,1597.93,228.2757142857143,111,1.9692307692307693,2,16,0,2,0.2857142857142857,319.586,390.40252013787
95,12485.0,164,1,414,708.1,708.1,34,0.0,0,15,0,0,0.0,708.1,0.0
96,12486.0,66,1,520,917.28,917.28,48,0.0,0,12,0,0,0.0,917.28,0.0
97,12487.0,365,2,144,259.79999999999995,129.89999999999998,3,0.0,2,11,0,1,0.5,259.79999999999995,0.0
98,12490.0,13,11,2812,3899.71,354.5190909090909,116,1.7233009708737863,1,14,0,1,0.09090909090909091,433.30111111111114,85.22461974753018
99,12492.0,38,1,248,380.0,380.0,21,0.0,0,14,0,0,0.0,380.0,0.0
100,12494.0,0,5,265,496.17,99.23400000000001,27,6.147058823529412,2,13,0,2,0.4,124.0425,131.12872260365637
101,12495.0,269,2,124,243.4,121.7,16,0.29411764705882354,1,10,0,1,0.5,243.4,0.0
102,12496.0,255,2,30,45.34,22.67,10,0.0,0,13,0,0,0.0,45.34,0.0
103,12497.0,35,2,4440,5043.400000000001,2521.7000000000003,29,5.951219512195122,3,12,0,0,0.0,2521.7000000000003,2081.6375109994538
104,12499.0,195,1,300,357.72,357.72,26,0.0,4,15,0,0,0.0,357.72,0.0
105,12500.0,70,11,678,1468.04,133.45818181818183,61,2.8313253012048194,4,9,0,4,0.36363636363636365,293.608,217.08754586571754
106,12504.0,52,2,366,261.0,130.5,7,22.375,3,10,0,0,0.0,130.5,19.94041122946066
107,12505.0,28,2,308,744.5,372.25,41,0.3409090909090909,2,9,0,1,0.5,372.25,586.8279177067158
108,12507.0,219,1,359,455.25,455.25,27,0.0,1,9,0,0,0.0,455.25,0.0
109,12510.0,94,7,1648,2174.76,310.68,83,2.5045871559633026,4,13,0,2,2.0,434.95200000000006,347.2802552982246
110,12511.0,49,2,1748,3065.77,1532.885,190,0.07253886010362694,3,10,0,1,0.14285714285714285,3065.77,0.0
111,12514.0,276,1,400,580.08,580.08,33,0.0,0,12,0,0,0.0,580.08,0.0
112,12516.0,65,2,1064,1102.56,551.28,37,3.7333333333333334,0,14,0,0,0.0,551.28,59.14241117844286
113,12519.0,99,2,203,318.35,159.175,21,0.5454545454545454,4,8,0,1,0.5,159.17499999999998,269.4430389711339
114,12523.0,9,17,1362,2221.48,130.67529411764707,104,2.4413793103448276,3,12,0,5,2.5,246.8311111111111,127.15832252004236
115,12524.0,23,10,3430,5813.64,581.364,64,3.1123595505617976,0,11,0,1,0.058823529411764705,968.94,409.5341867048465
116,12525.0,126,8,482,745.1800000000001,93.14750000000001,55,3.2266666666666666,1,14,0,5,0.5,149.036,200.72104331633992
117,12527.0,129,2,292,386.8,193.4,13,2.6153846153846154,0,15,0,0,0.0,193.4,153.3007501612435
118,12529.0,157,2,190,311.78000000000003,155.89000000000001,21,0.22727272727272727,1,13,0,1,0.5,155.89000000000001,227.10855598149536
119,12530.0,44,6,1787,1868.23,311.37166666666667,65,2.6551724137931036,0,14,0,1,0.5,373.646,83.4862017341788
120,12531.0,315,2,1050,1611.83,805.915,109,0.043859649122807015,4,14,0,1,0.16666666666666666,1611.83,0.0
121,12533.0,253,6,560,1005.99,167.665,62,1.3448275862068966,1,11,0,4,2.0,335.33,461.5502684432108
122,12537.0,43,1,446,612.94,612.94,42,0.0,2,8,0,0,0.0,612.94,0.0
123,12538.0,13,1,145,276.5,276.5,13,0.0,4,13,0,0,0.0,276.5,0.0
124,12539.0,85,3,2467,5618.400000000001,1872.8000000000002,126,1.1572052401746724,2,13,0,0,0.0,2809.2000000000003,3309.0617460543103
125,12540.0,13,15,4291,7670.25,511.35,170,1.2490974729241877,2,12,0,0,0.0,697.2954545454545,288.2377393529042
126,12542.0,119,4,514,423.38,105.845,39,3.522727272727273,1,16,0,2,0.13333333333333333,141.12666666666667,212.6662338814823
127,12543.0,83,1,683,840.25,840.25,42,0.0,4,15,0,0,0.0,840.25,0.0
128,12547.0,135,1,174,147.78,147.78,12,0.0,1,13,0,0,0.0,147.78,0.0
129,12549.0,210,5,1365,1570.68,314.136,37,2.5531914893617023,0,12,0,0,0.0,785.34,521.8872309225434
130,12553.0,20,3,353,806.57,268.8566666666667,38,0.8222222222222222,1,13,0,1,0.2,403.28499999999997,85.991255660096
131,12554.0,83,1,237,384.5,384.5,25,0.0,4,12,0,0,0.0,384.5,0.0
132,12557.0,6,4,2398,6725.18,1681.295,15,14.583333333333334,6,10,0,0,0.0,1681.295,770.8019580281306
133,12562.0,20,2,540,1041.18,520.59,32,1.3611111111111112,3,13,0,0,0.0,520.5899999999999,184.68214911030248
134,12563.0,43,1,112,221.24,221.24,12,0.0,2,9,0,0,0.0,221.24,0.0
135,12567.0,2,8,1750,3828.88,478.61,145,1.572192513368984,6,10,0,1,1.0,638.1466666666666,565.5423653685609
136,12568.0,279,1,47,52.0,52.0,4,0.0,4,9,0,0,0.0,52.0,0.0
137,12573.0,16,4,395,556.87,139.2175,83,0.9,1,13,0,0,0.0,185.62333333333333,47.04571429294418
138,12575.0,92,2,312,568.8199999999999,284.40999999999997,33,1.9714285714285715,3,9,0,0,0.0,284.40999999999997,30.250028099160502
139,12576.0,27,5,513,696.89,139.378,50,2.357142857142857,4,13,0,2,1.0,232.29666666666665,60.02766140150165
140,12577.0,16,5,722,990.5,198.1,144,2.3443708609271523,1,12,0,0,0.0,330.1666666666667,121.0858093805105
141,12578.0,20,3,1155,1595.0900000000001,531.6966666666667,52,1.0,2,11,0,1,0.2,531.6966666666667,493.33971686185305
142,12580.0,211,1,328,583.1999999999999,583.1999999999999,33,0.0,2,11,0,0,0.0,583.1999999999999,0.0
143,12582.0,57,2,685,1469.04,734.52,79,1.9375,1,9,0,0,0.0,734.52,145.08416936385575
144,12583.0,8,14,3891,6581.5599999999995,470.1114285714285,86,1.7135922330097086,3,11,0,1,0.5,598.3236363636363,223.54588228248483
145,12586.0,3,4,606,1848.73,462.1825,76,4.253012048192771,1,10,0,1,0.07142857142857142,462.1825,357.67967078332344
146,12588.0,34,3,376,524.08,174.69333333333336,26,5.823529411764706,4,12,0,1,0.25,174.69333333333336,170.00465915184012
147,12589.0,49,6,1048,2177.4900000000002,362.915,98,1.621301775147929,3,11,0,2,0.6666666666666666,725.8299999999999,302.92210500391025
148,12590.0,136,2,-2,-7.9,-3.95,2,105.0,0,7,0,2,0.3333333333333333,-3.95,1.4142135623730951
149,12591.0,25,2,420,746.1,373.05,37,0.46153846153846156,2,10,0,0,0.0,373.05,282.70129111838173
150,12592.0,154,2,1578,1322.04,661.02,30,0.0,3,14,0,0,0.0,1322.04,0.0
151,12594.0,13,6,965,1654.29,275.715,59,3.325,1,14,0,1,0.5,330.858,214.4303624023427
152,12595.0,139,1,270,281.02,281.02,18,0.0,4,9,0,0,0.0,281.02,0.0
153,12598.0,70,6,893,1285.99,214.33166666666668,68,2.8133333333333335,0,9,0,3,3.0,642.995,95.60790788423311
154,12599.0,16,6,1226,1138.14,189.69000000000003,36,3.015625,1,10,0,0,0.0,227.628,162.84202872723
155,12600.0,6,13,615,2091.06,160.85076923076923,30,5.916666666666667,1,10,0,2,0.3333333333333333,232.34000000000003,119.32539073893705
156,12601.0,39,1,44,86.2,86.2,5,0.0,6,10,0,0,0.0,86.2,0.0
157,12605.0,0,4,917,1117.45,279.3625,62,1.2432432432432432,1,14,0,1,1.0,279.3625,223.5229536870878
158,12608.0,39,1,323,415.79,415.79,16,0.0,6,10,1,0,0.0,415.79,0.0
159,12609.0,9,6,891,2057.01,342.83500000000004,83,3.175925925925926,3,12,0,0,0.0,342.83500000000004,54.781835949518886
160,12613.0,23,7,2425,3066.84,438.12,132,1.8926553672316384,0,13,0,2,0.3333333333333333,511.14000000000004,435.0469354908733
161,12615.0,48,7,1909,3093.69,441.9557142857143,147,1.8941176470588235,4,14,0,3,0.42857142857142855,618.738,605.9436133585368
162,12616.0,17,2,206,352.09999999999997,176.04999999999998,21,0.2857142857142857,1,11,0,1,0.14285714285714285,352.09999999999997,0.0
163,12619.0,195,1,140,140.14,140.14,10,0.0,4,12,0,0,0.0,140.14,0.0
164,12621.0,0,22,6417,9995.24,454.3290909090909,162,0.9898648648648649,3,12,0,6,6.0,999.524,691.028292590108
165,12623.0,51,6,1758,3046.7400000000002,507.79,108,1.8783783783783783,1,11,0,0,0.0,507.78999999999996,437.45986769074034
166,12625.0,144,2,1685,2265.06,1132.53,84,0.925531914893617,6,15,0,0,0.0,1132.53,357.5697571104132
167,12629.0,20,2,713,1198.22,599.11,39,0.8809523809523809,4,9,0,0,0.0,599.11,20.859650045003153
168,12631.0,66,6,1357,2811.77,468.62833333333333,105,1.6883116883116882,2,13,0,1,0.5,562.354,360.76224813580484
169,12632.0,155,4,665,684.88,171.22,31,1.2647058823529411,2,9,0,2,0.3333333333333333,342.44,45.42453962342382
170,12633.0,17,5,2042,3166.58,633.316,181,0.6893203883495146,4,11,0,2,0.5,1055.5266666666666,816.0981574132693
171,12634.0,183,1,336,360.0,360.0,19,0.0,2,15,0,0,0.0,360.0,0.0
172,12635.0,27,2,770,1115.23,557.615,76,0.8533333333333334,3,10,0,0,0.0,557.615,143.8467324967794
173,12637.0,13,4,1263,2280.91,570.2275,162,0.7056277056277056,3,14,0,0,0.0,760.3033333333333,587.0825097320932
174,12638.0,274,1,84,169.8,169.8,8,0.0,2,10,0,0,0.0,169.8,0.0
175,12639.0,69,2,427,706.27,353.135,38,4.948717948717949,4,12,0,0,0.0,353.135,197.3605736969773
176,12643.0,20,7,2546,4292.66,613.2371428571429,13,8.25925925925926,2,14,0,2,1.0,858.5319999999999,1063.9337836162551
177,12644.0,65,5,675,1319.63,263.92600000000004,75,2.911111111111111,3,13,0,2,0.2857142857142857,439.8766666666667,265.99430470093404
178,12645.0,44,5,1007,1563.72,312.744,71,3.0595238095238093,2,10,0,1,0.2,390.93,49.23566254928097
179,12647.0,2,32,5268,11632.62,363.519375,217,0.75,4,11,0,6,1.2,969.3850000000001,396.6377095147294
180,12648.0,69,4,350,723.95,180.9875,31,6.487804878048781,1,10,0,1,0.03125,180.9875,198.2626934776182
181,12649.0,0,7,1348,1490.99,212.99857142857144,74,3.813953488372093,1,12,0,2,0.5,298.198,182.20620466932513
182,12651.0,13,4,184,251.29999999999998,62.824999999999996,21,3.8636363636363638,4,11,0,1,0.14285714285714285,83.76666666666667,16.986195375461016
183,12652.0,69,1,31,97.05000000000001,97.05000000000001,3,0.0,4,15,0,0,0.0,97.05000000000001,0.0
184,12653.0,161,1,762,1950.98,1950.98,43,0.0,3,9,0,0,0.0,1950.98,0.0
185,12655.0,58,1,79,243.35000000000002,243.35000000000002,15,0.0,1,9,0,0,0.0,243.35000000000002,0.0
186,12656.0,60,4,1119,2086.06,521.515,107,1.1428571428571428,2,9,0,1,1.0,521.515,392.37413680482734
187,12661.0,71,1,216,162.0,162.0,11,0.0,2,16,0,0,0.0,162.0,0.0
188,12662.0,8,11,1501,2824.09,256.73545454545456,93,1.4166666666666667,3,13,0,1,1.0,353.01125,97.12651358445555
189,12663.0,259,3,166,150.0,50.0,8,5.375,1,14,0,1,0.09090909090909091,75.0,60.45762979144981
190,12664.0,149,2,288,1028.16,514.08,3,42.4,1,10,0,0,0.0,514.08,63.63961030678928
191,12665.0,52,3,119,203.7,67.89999999999999,12,17.928571428571427,0,15,0,1,0.5,101.85,53.81082604829626
192,12666.0,29,1,370,1248.42,1248.42,31,0.0,2,16,0,0,0.0,1248.42,0.0
193,12668.0,13,5,3375,6728.88,1345.776,232,0.8021680216802168,6,15,0,0,0.0,1345.776,567.0007985267746
194,12670.0,20,2,226,692.24,346.12,20,14.0,4,10,0,0,0.0,346.12,195.89686265992108
195,12671.0,241,1,1459,2622.48,2622.48,44,0.0,0,16,0,0,0.0,2622.48,0.0
196,12672.0,224,2,51,154.6,77.3,11,0.46153846153846156,4,9,0,1,1.0,154.6,0.0
197,12673.0,36,1,346,565.5,565.5,31,0.0,2,10,0,0,0.0,565.5,0.0
198,12675.0,188,4,331,849.55,212.3875,110,0.20535714285714285,0,16,0,2,2.0,424.775,582.6913430367745
199,12676.0,43,4,1190,1241.7,310.425,46,1.2982456140350878,6,14,0,0,0.0,620.85,235.91910647507964
200,12677.0,190,3,172,353.3,117.76666666666667,13,8.8,2,14,0,1,0.25,117.76666666666665,107.23088796299942
201,12678.0,10,7,11331,15873.87,2267.6957142857145,138,1.5285714285714285,3,11,0,1,0.3333333333333333,2645.645,2302.5362933665124
202,12681.0,2,28,9895,15331.17,547.5417857142858,340,0.4197080291970803,2,14,0,5,0.7142857142857143,1277.5975,901.8553235225199
203,12682.0,0,23,5374,10577.59,459.89521739130436,209,0.7313131313131314,1,9,0,1,0.03571428571428571,813.6607692307692,348.2271760278898
204,12683.0,0,9,2670,3765.51,418.39000000000004,142,1.8736842105263158,3,15,0,1,0.043478260869565216,753.1020000000001,312.6204779281101
205,12686.0,6,1,106,71.14,71.14,6,0.0,4,9,0,0,0.0,71.14,0.0
206,12687.0,115,1,1402,1858.91,1858.91,125,0.0,0,12,0,0,0.0,1858.91,0.0
207,12691.0,55,1,50,116.6,116.6,6,0.0,4,12,0,0,0.0,116.6,0.0
208,12692.0,272,1,36,110.95,110.95,13,0.0,4,14,0,0,0.0,110.95,0.0
209,12693.0,31,5,266,665.46,133.092,34,3.263157894736842,0,13,0,2,2.0,221.82000000000002,199.65224065860116
210,12694.0,50,2,840,897.78,448.89,45,0.1111111111111111,3,19,0,1,0.2,897.78,0.0
211,12695.0,163,3,232,789.02,263.00666666666666,27,4.566666666666666,4,13,0,0,0.0,263.00666666666666,210.37908768062792
212,12696.0,69,2,561,731.91,365.955,42,1.608695652173913,4,10,0,0,0.0,365.955,125.58923540654271
213,12698.0,225,1,108,285.75,285.75,15,0.0,2,15,0,0,0.0,285.75,0.0
214,12699.0,52,1,369,566.11,566.11,40,0.0,0,12,0,0,0.0,566.11,0.0
215,12701.0,164,4,1042,1522.7,380.675,79,1.146067415730337,1,10,0,0,0.0,761.35,353.5958170001449
216,12703.0,268,5,374,545.48,109.096,43,0.8771929824561403,6,12,0,2,0.5,272.74,307.29446496804985
217,12705.0,9,8,3126,4577.76,572.22,198,1.313868613138686,3,13,0,3,0.6,915.552,638.7660550780699
218,12708.0,3,14,1180,2213.84,158.1314285714286,79,2.2913907284768213,4,10,0,5,0.625,201.25818181818184,174.3115207792177
219,12709.0,1,28,9876,20145.05,719.4660714285714,151,1.093167701863354,2,13,0,10,0.7142857142857143,1678.7541666666666,1210.5640065873
220,12711.0,246,2,763,1213.05,606.525,55,1.1403508771929824,2,11,0,0,0.0,606.525,182.7517475976632
221,12712.0,0,14,1239,2414.03,172.4307142857143,99,2.5460992907801416,4,9,0,4,2.0,241.40299999999996,117.05152417727085
222,12714.0,23,7,5657,8520.85,1217.2642857142857,323,0.8018648018648019,4,10,0,0,0.0,1217.2642857142857,490.5835832916121
223,12717.0,225,1,93,227.93,227.93,15,0.0,2,14,0,0,0.0,227.93,0.0
224,12720.0,4,12,1570,2046.6,170.54999999999998,129,0.7869822485207101,2,15,0,7,7.0,341.09999999999997,344.14584071291637
225,12721.0,0,4,671,1169.7,292.425,72,1.206896551724138,2,11,0,2,0.16666666666666666,292.42499999999995,386.18068849525173
226,12724.0,18,3,927,1160.11,386.7033333333333,65,2.0972222222222223,1,13,0,0,0.0,386.7033333333333,121.73209122221358
227,12725.0,6,3,1136,1906.76,635.5866666666667,91,2.0784313725490198,1,13,0,0,0.0,635.5866666666667,332.4083558416264
228,12726.0,22,4,1468,1279.5,319.875,29,4.72,0,16,0,0,0.0,319.875,159.7276585316394
229,12727.0,77,3,721,1464.8300000000002,488.2766666666667,43,3.5166666666666666,3,9,0,0,0.0,488.2766666666667,169.6035731738377
230,12728.0,18,1,122,197.84,197.84,14,0.0,6,11,0,0,0.0,197.84,0.0
231,12730.0,156,1,227,703.25,703.25,46,0.0,1,12,0,0,0.0,703.25,0.0
232,12731.0,77,5,3204,6879.8,1375.96,72,1.7203389830508475,3,15,0,0,0.0,1375.96,585.321342341111
233,12733.0,24,5,747,1942.02,388.404,105,2.1594202898550723,1,13,0,2,0.4,485.505,495.24565900840224
234,12734.0,9,2,175,493.25,246.625,12,1.3076923076923077,1,11,0,0,0.0,493.25,0.0
235,12738.0,7,1,147,137.35,137.35,10,0.0,3,18,0,0,0.0,137.35,0.0
